"","condition","block","category","token","N_A","N_B","N_C","N_subj","dot1x","dot1y","dot2x","dot2y","dot3x","dot3y","dot4x","dot4y","dot5x","dot5y","dot6x","dot6y","dot7x","dot7y","dot8x","dot8y","dot9x","dot9y"
"180",1,7,2,9,0,19,1,20,10,13,-1,11,13,-1,-12,20,-12,-5,0,2,-12,11,-8,-7,11,4
"181",1,7,3,1,0,1,19,20,14,-1,-3,19,9,-5,-10,9,-6,-13,-2,0,-13,19,-3,-12,13,5
"182",1,7,3,2,1,0,19,20,14,-2,-5,20,9,-4,-10,11,-8,-14,-3,-1,-13,23,-4,-11,11,5
"183",1,7,3,3,0,0,20,20,15,-2,-4,19,10,-5,-10,8,-5,-12,-3,0,-14,20,-2,-13,12,6
"184",1,7,3,4,2,0,18,20,15,-2,-5,19,8,-10,-10,8,-6,-14,-3,0,-13,18,-4,-12,11,6
"185",1,7,3,5,1,1,18,20,15,-3,-4,20,9,-4,-10,9,-6,-14,-3,0,-12,10,-3,-12,12,5
"186",1,7,3,6,0,0,20,20,15,-2,-5,21,9,-4,-10,9,-7,-14,-3,0,-13,19,-4,-11,13,5
"187",1,7,3,7,0,1,19,20,15,-3,-5,20,8,-5,-10,8,-7,-11,-3,0,-13,19,-3,-12,13,4
"188",1,7,3,8,0,2,18,20,15,-3,-5,20,9,-5,-10,9,-7,-13,-3,0,-13,19,-3,-13,13,6
"189",1,7,3,9,0,1,19,20,16,-3,-5,20,9,-5,-10,9,-6,-13,-1,8,-11,21,-3,-13,12,5
"190",1,8,1,1,18,1,1,20,13,-7,4,12,14,-2,-16,9,-11,-1,-6,0,-5,8,-6,-9,17,5
"191",1,8,1,2,17,2,1,20,13,3,-5,18,11,-4,-10,10,-10,-2,-6,5,-5,8,-1,-11,13,9
"192",1,8,1,3,12,7,1,20,13,2,-6,20,13,-3,-10,10,-11,-1,1,8,-9,3,-7,-8,12,10
"193",1,8,1,4,19,1,0,20,13,3,-5,19,14,-2,-10,10,-12,-1,-6,5,-6,8,-5,-10,12,11
"194",1,8,1,5,20,0,0,20,13,3,-6,21,23,3,-10,10,-11,-1,-6,4,-3,6,-6,-8,13,8
"195",1,8,1,6,20,0,0,20,13,2,-4,17,14,-2,-11,11,-11,-1,-5,5,-8,5,-7,-8,12,8
"196",1,8,1,7,20,0,0,20,12,3,-4,17,9,3,-10,10,-11,-1,-4,3,-5,8,-5,-10,13,9
"197",1,8,1,8,19,1,0,20,13,3,-5,18,13,-1,-16,3,-10,-2,-5,4,-5,7,-6,-9,13,10
"198",1,8,1,9,20,0,0,20,10,0,-4,17,19,7,-10,11,-10,-2,-7,3,-10,16,-6,-9,13,9
"199",1,8,2,1,0,20,0,20,10,13,-1,10,13,-1,-14,20,-12,-6,-2,4,-13,11,-9,-9,11,4
"200",1,8,2,2,10,7,3,20,10,13,-9,14,14,-1,-13,20,-8,-5,-1,3,-14,11,-9,-7,11,4
"201",1,8,2,3,0,20,0,20,10,14,0,11,12,0,-14,20,-12,-4,-1,3,-13,10,-9,-7,11,4
"202",1,8,2,4,1,18,1,20,10,13,-1,14,14,-2,-15,20,-13,-5,0,7,-14,11,-9,-7,10,5
"203",1,8,2,5,1,19,0,20,10,13,1,10,13,-1,-12,20,-11,-5,-1,4,-14,11,-9,-7,11,5
"204",1,8,2,6,0,17,3,20,10,14,3,3,13,-2,-12,19,-12,-5,-1,4,-15,13,-8,-7,11,4
"205",1,8,2,7,0,20,0,20,11,14,-1,12,13,-3,-14,20,-12,-6,0,2,-14,11,-10,-7,12,5
"206",1,8,2,8,0,19,1,20,11,12,1,10,13,-1,-13,20,-12,-6,-2,3,-15,11,-8,-8,11,3
"207",1,8,2,9,0,20,0,20,10,13,-1,11,13,-1,-12,20,-12,-5,0,2,-12,11,-8,-7,11,4
"208",1,8,3,1,1,1,18,20,14,-1,-3,19,9,-5,-10,9,-6,-13,-2,0,-13,19,-3,-12,13,5
"209",1,8,3,2,1,0,19,20,14,-2,-5,20,9,-4,-10,11,-8,-14,-3,-1,-13,23,-4,-11,11,5
"210",1,8,3,3,1,0,19,20,15,-2,-4,19,10,-5,-10,8,-5,-12,-3,0,-14,20,-2,-13,12,6
"211",1,8,3,4,0,1,19,20,15,-2,-5,19,8,-10,-10,8,-6,-14,-3,0,-13,18,-4,-12,11,6
"212",1,8,3,5,0,2,18,20,15,-3,-4,20,9,-4,-10,9,-6,-14,-3,0,-12,10,-3,-12,12,5
"213",1,8,3,6,0,0,20,20,15,-2,-5,21,9,-4,-10,9,-7,-14,-3,0,-13,19,-4,-11,13,5
"214",1,8,3,7,0,1,19,20,15,-3,-5,20,8,-5,-10,8,-7,-11,-3,0,-13,19,-3,-12,13,4
"215",1,8,3,8,1,1,18,20,15,-3,-5,20,9,-5,-10,9,-7,-13,-3,0,-13,19,-3,-13,13,6
"216",1,8,3,9,2,1,17,20,16,-3,-5,20,9,-5,-10,9,-6,-13,-1,8,-11,21,-3,-13,12,5
"217",1,9,1,1,20,0,0,20,13,-7,4,12,14,-2,-16,9,-11,-1,-6,0,-5,8,-6,-9,17,5
"218",1,9,1,2,18,0,2,20,13,3,-5,18,11,-4,-10,10,-10,-2,-6,5,-5,8,-1,-11,13,9
"219",1,9,1,3,17,2,1,20,13,2,-6,20,13,-3,-10,10,-11,-1,1,8,-9,3,-7,-8,12,10
"220",1,9,1,4,20,0,0,20,13,3,-5,19,14,-2,-10,10,-12,-1,-6,5,-6,8,-5,-10,12,11
"221",1,9,1,5,18,2,0,20,13,3,-6,21,23,3,-10,10,-11,-1,-6,4,-3,6,-6,-8,13,8
"222",1,9,1,6,20,0,0,20,13,2,-4,17,14,-2,-11,11,-11,-1,-5,5,-8,5,-7,-8,12,8
"223",1,9,1,7,20,0,0,20,12,3,-4,17,9,3,-10,10,-11,-1,-4,3,-5,8,-5,-10,13,9
"224",1,9,1,8,20,0,0,20,13,3,-5,18,13,-1,-16,3,-10,-2,-5,4,-5,7,-6,-9,13,10
"225",1,9,1,9,17,1,2,20,10,0,-4,17,19,7,-10,11,-10,-2,-7,3,-10,16,-6,-9,13,9
"226",1,9,2,1,0,20,0,20,10,13,-1,10,13,-1,-14,20,-12,-6,-2,4,-13,11,-9,-9,11,4
"227",1,9,2,2,9,9,2,20,10,13,-9,14,14,-1,-13,20,-8,-5,-1,3,-14,11,-9,-7,11,4
"228",1,9,2,3,0,20,0,20,10,14,0,11,12,0,-14,20,-12,-4,-1,3,-13,10,-9,-7,11,4
"229",1,9,2,4,0,19,1,20,10,13,-1,14,14,-2,-15,20,-13,-5,0,7,-14,11,-9,-7,10,5
"230",1,9,2,5,0,19,1,20,10,13,1,10,13,-1,-12,20,-11,-5,-1,4,-14,11,-9,-7,11,5
"231",1,9,2,6,1,19,0,20,10,14,3,3,13,-2,-12,19,-12,-5,-1,4,-15,13,-8,-7,11,4
"232",1,9,2,7,0,20,0,20,11,14,-1,12,13,-3,-14,20,-12,-6,0,2,-14,11,-10,-7,12,5
"233",1,9,2,8,0,19,1,20,11,12,1,10,13,-1,-13,20,-12,-6,-2,3,-15,11,-8,-8,11,3
"234",1,9,2,9,0,20,0,20,10,13,-1,11,13,-1,-12,20,-12,-5,0,2,-12,11,-8,-7,11,4
"235",1,9,3,1,1,1,18,20,14,-1,-3,19,9,-5,-10,9,-6,-13,-2,0,-13,19,-3,-12,13,5
"236",1,9,3,2,0,0,20,20,14,-2,-5,20,9,-4,-10,11,-8,-14,-3,-1,-13,23,-4,-11,11,5
"237",1,9,3,3,1,0,19,20,15,-2,-4,19,10,-5,-10,8,-5,-12,-3,0,-14,20,-2,-13,12,6
"238",1,9,3,4,3,1,16,20,15,-2,-5,19,8,-10,-10,8,-6,-14,-3,0,-13,18,-4,-12,11,6
"239",1,9,3,5,0,1,19,20,15,-3,-4,20,9,-4,-10,9,-6,-14,-3,0,-12,10,-3,-12,12,5
"240",1,9,3,6,0,1,19,20,15,-2,-5,21,9,-4,-10,9,-7,-14,-3,0,-13,19,-4,-11,13,5
"241",1,9,3,7,1,1,18,20,15,-3,-5,20,8,-5,-10,8,-7,-11,-3,0,-13,19,-3,-12,13,4
"242",1,9,3,8,1,0,19,20,15,-3,-5,20,9,-5,-10,9,-7,-13,-3,0,-13,19,-3,-13,13,6
"243",1,9,3,9,2,1,17,20,16,-3,-5,20,9,-5,-10,9,-6,-13,-1,8,-11,21,-3,-13,12,5
"244",1,10,1,1,19,1,0,20,13,-7,4,12,14,-2,-16,9,-11,-1,-6,0,-5,8,-6,-9,17,5
"245",1,10,1,2,17,2,1,20,13,3,-5,18,11,-4,-10,10,-10,-2,-6,5,-5,8,-1,-11,13,9
"246",1,10,1,3,17,3,0,20,13,2,-6,20,13,-3,-10,10,-11,-1,1,8,-9,3,-7,-8,12,10
"247",1,10,1,4,20,0,0,20,13,3,-5,19,14,-2,-10,10,-12,-1,-6,5,-6,8,-5,-10,12,11
"248",1,10,1,5,19,1,0,20,13,3,-6,21,23,3,-10,10,-11,-1,-6,4,-3,6,-6,-8,13,8
"249",1,10,1,6,20,0,0,20,13,2,-4,17,14,-2,-11,11,-11,-1,-5,5,-8,5,-7,-8,12,8
"250",1,10,1,7,20,0,0,20,12,3,-4,17,9,3,-10,10,-11,-1,-4,3,-5,8,-5,-10,13,9
"251",1,10,1,8,20,0,0,20,13,3,-5,18,13,-1,-16,3,-10,-2,-5,4,-5,7,-6,-9,13,10
"252",1,10,1,9,20,0,0,20,10,0,-4,17,19,7,-10,11,-10,-2,-7,3,-10,16,-6,-9,13,9
"253",1,10,2,1,1,19,0,20,10,13,-1,10,13,-1,-14,20,-12,-6,-2,4,-13,11,-9,-9,11,4
"254",1,10,2,2,8,11,1,20,10,13,-9,14,14,-1,-13,20,-8,-5,-1,3,-14,11,-9,-7,11,4
"255",1,10,2,3,0,20,0,20,10,14,0,11,12,0,-14,20,-12,-4,-1,3,-13,10,-9,-7,11,4
"256",1,10,2,4,0,20,0,20,10,13,-1,14,14,-2,-15,20,-13,-5,0,7,-14,11,-9,-7,10,5
"257",1,10,2,5,1,18,1,20,10,13,1,10,13,-1,-12,20,-11,-5,-1,4,-14,11,-9,-7,11,5
"258",1,10,2,6,1,18,1,20,10,14,3,3,13,-2,-12,19,-12,-5,-1,4,-15,13,-8,-7,11,4
"259",1,10,2,7,0,20,0,20,11,14,-1,12,13,-3,-14,20,-12,-6,0,2,-14,11,-10,-7,12,5
"260",1,10,2,8,0,20,0,20,11,12,1,10,13,-1,-13,20,-12,-6,-2,3,-15,11,-8,-8,11,3
"261",1,10,2,9,0,18,2,20,10,13,-1,11,13,-1,-12,20,-12,-5,0,2,-12,11,-8,-7,11,4
"262",1,10,3,1,0,0,20,20,14,-1,-3,19,9,-5,-10,9,-6,-13,-2,0,-13,19,-3,-12,13,5
"263",1,10,3,2,0,0,20,20,14,-2,-5,20,9,-4,-10,11,-8,-14,-3,-1,-13,23,-4,-11,11,5
"264",1,10,3,3,0,0,20,20,15,-2,-4,19,10,-5,-10,8,-5,-12,-3,0,-14,20,-2,-13,12,6
"265",1,10,3,4,0,0,20,20,15,-2,-5,19,8,-10,-10,8,-6,-14,-3,0,-13,18,-4,-12,11,6
"266",1,10,3,5,0,1,19,20,15,-3,-4,20,9,-4,-10,9,-6,-14,-3,0,-12,10,-3,-12,12,5
"267",1,10,3,6,0,0,20,20,15,-2,-5,21,9,-4,-10,9,-7,-14,-3,0,-13,19,-4,-11,13,5
"268",1,10,3,7,0,1,19,20,15,-3,-5,20,8,-5,-10,8,-7,-11,-3,0,-13,19,-3,-12,13,4
"269",1,10,3,8,1,0,19,20,15,-3,-5,20,9,-5,-10,9,-7,-13,-3,0,-13,19,-3,-13,13,6
"270",1,10,3,9,1,1,18,20,16,-3,-5,20,9,-5,-10,9,-6,-13,-1,8,-11,21,-3,-13,12,5
"271",2,1,1,1,29,21,13,63,11,3,-5,19,16,-3,-9,9,-13,6,-12,-1,-11,17,-6,-8,14,11
"272",2,1,1,2,33,15,15,63,15,2,-9,22,15,-2,-8,12,-9,-2,-4,3,-3,6,-6,-8,12,11
"273",2,1,1,3,32,17,14,63,13,4,-6,19,15,-1,-9,9,-10,3,-4,4,-6,7,-6,-11,14,10
"274",2,1,1,4,30,20,13,63,13,2,-4,18,17,-4,-9,12,-10,-3,-4,4,-4,9,-7,-8,11,10
"275",2,1,1,5,27,29,7,63,12,3,-5,17,13,-1,-6,20,-12,-1,0,7,-4,8,-5,-1,14,9
"276",2,1,1,6,19,27,17,63,17,7,-6,20,16,-4,-8,11,-6,4,-4,9,-10,8,-14,-9,8,7
"277",2,1,1,7,34,17,12,63,12,4,-5,16,13,-2,-15,11,-12,1,-4,4,-6,8,-8,-10,14,8
"278",2,1,1,8,22,28,13,63,15,4,-12,16,14,-1,-7,7,-19,6,-6,2,0,3,-10,-11,11,10
"279",2,1,1,9,33,20,10,63,12,3,-6,20,11,7,-11,14,-9,0,-5,6,-5,9,-7,-9,15,11
"280",2,1,2,1,18,29,16,63,10,14,0,13,18,2,-13,21,-14,-6,0,3,-16,11,-11,-9,10,2
"281",2,1,2,2,15,35,13,63,12,13,-1,11,12,-5,-15,24,-11,-7,-2,3,-15,9,-7,-9,10,4
"282",2,1,2,3,23,18,22,63,12,10,6,6,17,1,-11,20,-12,-7,1,1,-15,11,-10,3,9,3
"283",2,1,2,4,20,28,15,63,10,14,-4,11,14,-1,-12,22,-10,-8,0,2,-13,11,-9,-3,21,2
"284",2,1,2,5,20,28,15,63,12,12,1,10,15,-3,-12,20,-12,-8,-3,1,-18,12,-10,-10,10,4
"285",2,1,2,6,16,30,17,63,11,13,-5,13,21,1,-14,19,-11,-4,1,3,-4,6,-7,-9,5,4
"286",2,1,2,7,26,20,17,63,10,9,-3,6,14,-1,-12,19,-14,-10,-9,6,-13,10,-7,-9,10,2
"287",2,1,2,8,20,29,14,63,11,11,-2,11,12,-1,-15,20,-13,-7,-3,3,-16,10,-10,-6,9,4
"288",2,1,2,9,21,28,14,63,5,9,-2,13,9,-6,-13,18,-11,-7,-1,1,-13,12,-8,-8,10,2
"289",2,1,3,1,26,21,16,63,13,8,-7,19,4,-3,-11,9,-3,-3,-5,2,-12,18,-2,-13,12,6
"290",2,1,3,2,19,17,27,63,15,-1,-10,16,10,-4,-8,19,-5,-13,-4,-5,-14,19,-2,-11,10,7
"291",2,1,3,3,12,21,30,63,14,-3,0,22,8,-3,-8,8,-8,-13,3,1,-14,19,1,-16,14,4
"292",2,1,3,4,20,22,21,63,17,2,-4,16,16,-10,-11,10,-12,-12,-5,1,-9,22,-1,-11,12,4
"293",2,1,3,5,18,17,28,63,17,-2,-14,17,8,-5,-10,10,-5,-15,-2,-1,-11,20,-2,-11,13,6
"294",2,1,3,6,20,21,22,63,14,-3,-14,14,9,-5,-2,12,-4,-10,-13,-1,-11,20,5,-9,13,5
"295",2,1,3,7,21,29,13,63,14,-2,-2,12,8,-7,-9,9,-9,-10,-2,-1,-12,18,-5,-8,16,8
"296",2,1,3,8,15,20,28,63,14,-2,-7,19,6,-6,-11,9,-8,-15,-3,1,-11,18,-2,-13,12,6
"297",2,1,3,9,12,27,24,63,17,-2,-6,19,9,-3,-3,12,-4,-13,-7,-5,-18,20,-2,-14,9,10
"298",2,2,1,1,34,12,17,63,11,3,-5,19,16,-3,-9,9,-13,6,-12,-1,-11,17,-6,-8,14,11
"299",2,2,1,2,38,11,14,63,15,2,-9,22,15,-2,-8,12,-9,-2,-4,3,-3,6,-6,-8,12,11
"300",2,2,1,3,40,19,4,63,13,4,-6,19,15,-1,-9,9,-10,3,-4,4,-6,7,-6,-11,14,10
"301",2,2,1,4,34,18,11,63,13,2,-4,18,17,-4,-9,12,-10,-3,-4,4,-4,9,-7,-8,11,10
"302",2,2,1,5,33,19,11,63,12,3,-5,17,13,-1,-6,20,-12,-1,0,7,-4,8,-5,-1,14,9
"303",2,2,1,6,27,20,16,63,17,7,-6,20,16,-4,-8,11,-6,4,-4,9,-10,8,-14,-9,8,7
"304",2,2,1,7,34,23,6,63,12,4,-5,16,13,-2,-15,11,-12,1,-4,4,-6,8,-8,-10,14,8
"305",2,2,1,8,20,33,10,63,15,4,-12,16,14,-1,-7,7,-19,6,-6,2,0,3,-10,-11,11,10
"306",2,2,1,9,47,9,7,63,12,3,-6,20,11,7,-11,14,-9,0,-5,6,-5,9,-7,-9,15,11
"307",2,2,2,1,15,20,28,63,10,14,0,13,18,2,-13,21,-14,-6,0,3,-16,11,-11,-9,10,2
"308",2,2,2,2,19,29,15,63,12,13,-1,11,12,-5,-15,24,-11,-7,-2,3,-15,9,-7,-9,10,4
"309",2,2,2,3,20,19,24,63,12,10,6,6,17,1,-11,20,-12,-7,1,1,-15,11,-10,3,9,3
"310",2,2,2,4,16,27,20,63,10,14,-4,11,14,-1,-12,22,-10,-8,0,2,-13,11,-9,-3,21,2
"311",2,2,2,5,20,26,17,63,12,12,1,10,15,-3,-12,20,-12,-8,-3,1,-18,12,-10,-10,10,4
"312",2,2,2,6,12,33,18,63,11,13,-5,13,21,1,-14,19,-11,-4,1,3,-4,6,-7,-9,5,4
"313",2,2,2,7,26,16,21,63,10,9,-3,6,14,-1,-12,19,-14,-10,-9,6,-13,10,-7,-9,10,2
"314",2,2,2,8,22,27,14,63,11,11,-2,11,12,-1,-15,20,-13,-7,-3,3,-16,10,-10,-6,9,4
"315",2,2,2,9,12,32,19,63,5,9,-2,13,9,-6,-13,18,-11,-7,-1,1,-13,12,-8,-8,10,2
"316",2,2,3,1,28,20,15,63,13,8,-7,19,4,-3,-11,9,-3,-3,-5,2,-12,18,-2,-13,12,6
"317",2,2,3,2,13,16,34,63,15,-1,-10,16,10,-4,-8,19,-5,-13,-4,-5,-14,19,-2,-11,10,7
"318",2,2,3,3,6,26,31,63,14,-3,0,22,8,-3,-8,8,-8,-13,3,1,-14,19,1,-16,14,4
"319",2,2,3,4,11,20,32,63,17,2,-4,16,16,-10,-11,10,-12,-12,-5,1,-9,22,-1,-11,12,4
"320",2,2,3,5,14,22,27,63,17,-2,-14,17,8,-5,-10,10,-5,-15,-2,-1,-11,20,-2,-11,13,6
"321",2,2,3,6,6,27,30,63,14,-3,-14,14,9,-5,-2,12,-4,-10,-13,-1,-11,20,5,-9,13,5
"322",2,2,3,7,11,27,25,63,14,-2,-2,12,8,-7,-9,9,-9,-10,-2,-1,-12,18,-5,-8,16,8
"323",2,2,3,8,12,23,28,63,14,-2,-7,19,6,-6,-11,9,-8,-15,-3,1,-11,18,-2,-13,12,6
"324",2,2,3,9,8,21,34,63,17,-2,-6,19,9,-3,-3,12,-4,-13,-7,-5,-18,20,-2,-14,9,10
"325",2,3,1,1,42,12,9,63,11,3,-5,19,16,-3,-9,9,-13,6,-12,-1,-11,17,-6,-8,14,11
"326",2,3,1,2,39,14,10,63,15,2,-9,22,15,-2,-8,12,-9,-2,-4,3,-3,6,-6,-8,12,11
"327",2,3,1,3,44,12,7,63,13,4,-6,19,15,-1,-9,9,-10,3,-4,4,-6,7,-6,-11,14,10
"328",2,3,1,4,40,16,7,63,13,2,-4,18,17,-4,-9,12,-10,-3,-4,4,-4,9,-7,-8,11,10
"329",2,3,1,5,30,21,12,63,12,3,-5,17,13,-1,-6,20,-12,-1,0,7,-4,8,-5,-1,14,9
"330",2,3,1,6,20,29,14,63,17,7,-6,20,16,-4,-8,11,-6,4,-4,9,-10,8,-14,-9,8,7
"331",2,3,1,7,41,14,8,63,12,4,-5,16,13,-2,-15,11,-12,1,-4,4,-6,8,-8,-10,14,8
"332",2,3,1,8,14,33,16,63,15,4,-12,16,14,-1,-7,7,-19,6,-6,2,0,3,-10,-11,11,10
"333",2,3,1,9,50,7,6,63,12,3,-6,20,11,7,-11,14,-9,0,-5,6,-5,9,-7,-9,15,11
"334",2,3,2,1,26,24,13,63,10,14,0,13,18,2,-13,21,-14,-6,0,3,-16,11,-11,-9,10,2
"335",2,3,2,2,12,35,16,63,12,13,-1,11,12,-5,-15,24,-11,-7,-2,3,-15,9,-7,-9,10,4
"336",2,3,2,3,19,28,16,63,12,10,6,6,17,1,-11,20,-12,-7,1,1,-15,11,-10,3,9,3
"337",2,3,2,4,13,28,22,63,10,14,-4,11,14,-1,-12,22,-10,-8,0,2,-13,11,-9,-3,21,2
"338",2,3,2,5,17,30,16,63,12,12,1,10,15,-3,-12,20,-12,-8,-3,1,-18,12,-10,-10,10,4
"339",2,3,2,6,13,37,13,63,11,13,-5,13,21,1,-14,19,-11,-4,1,3,-4,6,-7,-9,5,4
"340",2,3,2,7,23,21,19,63,10,9,-3,6,14,-1,-12,19,-14,-10,-9,6,-13,10,-7,-9,10,2
"341",2,3,2,8,15,34,14,63,11,11,-2,11,12,-1,-15,20,-13,-7,-3,3,-16,10,-10,-6,9,4
"342",2,3,2,9,14,23,26,63,5,9,-2,13,9,-6,-13,18,-11,-7,-1,1,-13,12,-8,-8,10,2
"343",2,3,3,1,19,23,21,63,13,8,-7,19,4,-3,-11,9,-3,-3,-5,2,-12,18,-2,-13,12,6
"344",2,3,3,2,15,11,37,63,15,-1,-10,16,10,-4,-8,19,-5,-13,-4,-5,-14,19,-2,-11,10,7
"345",2,3,3,3,4,18,41,63,14,-3,0,22,8,-3,-8,8,-8,-13,3,1,-14,19,1,-16,14,4
"346",2,3,3,4,14,21,28,63,17,2,-4,16,16,-10,-11,10,-12,-12,-5,1,-9,22,-1,-11,12,4
"347",2,3,3,5,10,17,36,63,17,-2,-14,17,8,-5,-10,10,-5,-15,-2,-1,-11,20,-2,-11,13,6
"348",2,3,3,6,5,27,31,63,14,-3,-14,14,9,-5,-2,12,-4,-10,-13,-1,-11,20,5,-9,13,5
"349",2,3,3,7,13,27,23,63,14,-2,-2,12,8,-7,-9,9,-9,-10,-2,-1,-12,18,-5,-8,16,8
"350",2,3,3,8,10,19,34,63,14,-2,-7,19,6,-6,-11,9,-8,-15,-3,1,-11,18,-2,-13,12,6
"351",2,3,3,9,2,20,41,63,17,-2,-6,19,9,-3,-3,12,-4,-13,-7,-5,-18,20,-2,-14,9,10
"352",2,4,1,1,45,8,10,63,11,3,-5,19,16,-3,-9,9,-13,6,-12,-1,-11,17,-6,-8,14,11
"353",2,4,1,2,45,13,5,63,15,2,-9,22,15,-2,-8,12,-9,-2,-4,3,-3,6,-6,-8,12,11
"354",2,4,1,3,48,6,9,63,13,4,-6,19,15,-1,-9,9,-10,3,-4,4,-6,7,-6,-11,14,10
"355",2,4,1,4,44,11,8,63,13,2,-4,18,17,-4,-9,12,-10,-3,-4,4,-4,9,-7,-8,11,10
"356",2,4,1,5,26,27,10,63,12,3,-5,17,13,-1,-6,20,-12,-1,0,7,-4,8,-5,-1,14,9
"357",2,4,1,6,26,20,17,63,17,7,-6,20,16,-4,-8,11,-6,4,-4,9,-10,8,-14,-9,8,7
"358",2,4,1,7,41,10,12,63,12,4,-5,16,13,-2,-15,11,-12,1,-4,4,-6,8,-8,-10,14,8
