"","condition","block","category","token","N_A","N_B","N_C","N_subj","dot1x","dot1y","dot2x","dot2y","dot3x","dot3y","dot4x","dot4y","dot5x","dot5y","dot6x","dot6y","dot7x","dot7y","dot8x","dot8y","dot9x","dot9y"
"719",3,7,2,8,9,13,7,29,8,14,-7,7,15,-2,-16,18,-12,-8,-6,13,-12,10,-9,-8,13,12
"720",3,7,2,9,10,11,8,29,9,13,4,12,13,-2,-8,13,-6,-15,-10,-2,-9,11,-11,-9,10,4
"721",3,7,3,1,8,4,17,29,24,6,-7,20,2,0,-10,13,-7,-14,-2,8,-11,18,-8,-9,11,6
"722",3,7,3,2,8,11,10,29,13,0,-5,18,10,0,-1,10,-9,-14,-8,-3,-18,15,0,-3,8,10
"723",3,7,3,3,5,11,13,29,14,-3,-9,22,-1,-7,-11,1,-8,-12,-4,0,-13,18,-4,-11,12,15
"724",3,7,3,4,5,10,14,29,15,-3,-6,20,9,-5,-11,17,-11,-16,-6,-10,-9,14,-9,-13,12,10
"725",3,7,3,5,8,6,15,29,13,-1,-7,23,11,-4,-5,16,-2,-11,-9,2,-11,9,-5,-17,18,3
"726",3,7,3,6,4,5,20,29,16,-3,-4,20,13,5,-20,18,-8,-12,-4,-3,-23,21,-3,-11,2,-3
"727",3,7,3,7,6,11,12,29,14,-2,-2,12,4,4,-13,4,2,-16,7,-2,-22,11,-5,-12,10,10
"728",3,7,3,8,3,6,20,29,16,-10,-6,20,19,-11,-8,11,-13,-22,-3,-1,-18,20,-3,-14,12,4
"729",3,7,3,9,9,4,16,29,17,-12,-12,19,4,-6,-11,9,-8,-14,-8,-2,-18,9,2,-21,11,1
"730",3,8,1,1,13,13,3,29,12,2,-5,19,14,-4,-17,2,-4,-7,4,0,-1,8,0,-11,11,10
"731",3,8,1,2,13,10,6,29,7,5,-10,18,15,-2,-8,5,-7,-11,-15,12,-4,7,-5,-9,14,9
"732",3,8,1,3,13,10,6,29,12,3,-10,22,12,-1,-12,15,-12,0,-8,0,-6,10,-6,-7,12,9
"733",3,8,1,4,15,10,4,29,14,-5,-3,14,12,-2,-10,11,-13,2,-10,8,-2,5,-4,-9,9,12
"734",3,8,1,5,19,8,2,29,9,11,-4,20,7,6,-10,13,-6,1,-9,7,-5,13,-9,-10,8,1
"735",3,8,1,6,8,10,11,29,18,-2,-4,17,4,-8,-11,11,-10,-1,-1,9,-12,7,-4,-10,16,3
"736",3,8,1,7,19,3,7,29,12,3,1,10,13,-5,-9,10,-7,1,-4,4,-5,7,-5,-8,14,9
"737",3,8,1,8,12,11,6,29,15,7,-12,23,18,-1,-10,7,-9,-3,-1,0,-11,3,-8,-11,13,19
"738",3,8,1,9,9,12,8,29,22,-3,-4,17,6,-4,-3,12,-6,1,-5,3,-1,4,-11,-12,13,8
"739",3,8,2,1,8,13,8,29,9,13,-1,2,14,0,-5,18,-19,-4,-6,1,-8,6,-10,-7,16,6
"740",3,8,2,2,9,17,3,29,10,12,6,5,11,-1,-18,22,-10,-1,-1,4,-14,10,-11,-7,13,-5
"741",3,8,2,3,7,14,8,29,8,22,-1,9,8,2,-4,12,-5,-16,0,2,-13,13,-9,-12,11,3
"742",3,8,2,4,4,18,7,29,8,5,-1,11,21,7,-9,14,-19,1,-1,4,-13,10,-9,-8,15,7
"743",3,8,2,5,5,15,9,29,12,14,3,10,16,-1,-11,18,-3,-14,-2,4,-17,2,-11,-10,6,1
"744",3,8,2,6,9,13,7,29,9,13,1,10,9,-6,-17,15,-13,-5,2,-2,-20,18,-10,-7,12,3
"745",3,8,2,7,8,8,13,29,10,14,-2,12,10,-4,-23,22,-14,-6,-11,1,-14,13,-9,-8,3,-1
"746",3,8,2,8,9,11,9,29,8,14,-7,7,15,-2,-16,18,-12,-8,-6,13,-12,10,-9,-8,13,12
"747",3,8,2,9,14,9,6,29,9,13,4,12,13,-2,-8,13,-6,-15,-10,-2,-9,11,-11,-9,10,4
"748",3,8,3,1,4,12,13,29,24,6,-7,20,2,0,-10,13,-7,-14,-2,8,-11,18,-8,-9,11,6
"749",3,8,3,2,9,11,9,29,13,0,-5,18,10,0,-1,10,-9,-14,-8,-3,-18,15,0,-3,8,10
"750",3,8,3,3,6,7,16,29,14,-3,-9,22,-1,-7,-11,1,-8,-12,-4,0,-13,18,-4,-11,12,15
"751",3,8,3,4,6,8,15,29,15,-3,-6,20,9,-5,-11,17,-11,-16,-6,-10,-9,14,-9,-13,12,10
"752",3,8,3,5,10,7,12,29,13,-1,-7,23,11,-4,-5,16,-2,-11,-9,2,-11,9,-5,-17,18,3
"753",3,8,3,6,5,5,19,29,16,-3,-4,20,13,5,-20,18,-8,-12,-4,-3,-23,21,-3,-11,2,-3
"754",3,8,3,7,4,13,12,29,14,-2,-2,12,4,4,-13,4,2,-16,7,-2,-22,11,-5,-12,10,10
"755",3,8,3,8,5,11,13,29,16,-10,-6,20,19,-11,-8,11,-13,-22,-3,-1,-18,20,-3,-14,12,4
"756",3,8,3,9,10,5,14,29,17,-12,-12,19,4,-6,-11,9,-8,-14,-8,-2,-18,9,2,-21,11,1
"757",3,9,1,1,15,9,5,29,12,2,-5,19,14,-4,-17,2,-4,-7,4,0,-1,8,0,-11,11,10
"758",3,9,1,2,8,11,10,29,7,5,-10,18,15,-2,-8,5,-7,-11,-15,12,-4,7,-5,-9,14,9
"759",3,9,1,3,14,7,8,29,12,3,-10,22,12,-1,-12,15,-12,0,-8,0,-6,10,-6,-7,12,9
"760",3,9,1,4,16,9,4,29,14,-5,-3,14,12,-2,-10,11,-13,2,-10,8,-2,5,-4,-9,9,12
"761",3,9,1,5,20,6,3,29,9,11,-4,20,7,6,-10,13,-6,1,-9,7,-5,13,-9,-10,8,1
"762",3,9,1,6,8,14,7,29,18,-2,-4,17,4,-8,-11,11,-10,-1,-1,9,-12,7,-4,-10,16,3
"763",3,9,1,7,16,10,3,29,12,3,1,10,13,-5,-9,10,-7,1,-4,4,-5,7,-5,-8,14,9
"764",3,9,1,8,17,5,7,29,15,7,-12,23,18,-1,-10,7,-9,-3,-1,0,-11,3,-8,-11,13,19
"765",3,9,1,9,8,13,8,29,22,-3,-4,17,6,-4,-3,12,-6,1,-5,3,-1,4,-11,-12,13,8
"766",3,9,2,1,10,12,7,29,9,13,-1,2,14,0,-5,18,-19,-4,-6,1,-8,6,-10,-7,16,6
"767",3,9,2,2,4,20,5,29,10,12,6,5,11,-1,-18,22,-10,-1,-1,4,-14,10,-11,-7,13,-5
"768",3,9,2,3,6,14,9,29,8,22,-1,9,8,2,-4,12,-5,-16,0,2,-13,13,-9,-12,11,3
"769",3,9,2,4,5,22,2,29,8,5,-1,11,21,7,-9,14,-19,1,-1,4,-13,10,-9,-8,15,7
"770",3,9,2,5,6,15,8,29,12,14,3,10,16,-1,-11,18,-3,-14,-2,4,-17,2,-11,-10,6,1
"771",3,9,2,6,7,16,6,29,9,13,1,10,9,-6,-17,15,-13,-5,2,-2,-20,18,-10,-7,12,3
"772",3,9,2,7,6,14,9,29,10,14,-2,12,10,-4,-23,22,-14,-6,-11,1,-14,13,-9,-8,3,-1
"773",3,9,2,8,15,11,3,29,8,14,-7,7,15,-2,-16,18,-12,-8,-6,13,-12,10,-9,-8,13,12
"774",3,9,2,9,12,9,8,29,9,13,4,12,13,-2,-8,13,-6,-15,-10,-2,-9,11,-11,-9,10,4
"775",3,9,3,1,7,10,12,29,24,6,-7,20,2,0,-10,13,-7,-14,-2,8,-11,18,-8,-9,11,6
"776",3,9,3,2,7,13,9,29,13,0,-5,18,10,0,-1,10,-9,-14,-8,-3,-18,15,0,-3,8,10
"777",3,9,3,3,4,10,15,29,14,-3,-9,22,-1,-7,-11,1,-8,-12,-4,0,-13,18,-4,-11,12,15
"778",3,9,3,4,6,4,19,29,15,-3,-6,20,9,-5,-11,17,-11,-16,-6,-10,-9,14,-9,-13,12,10
"779",3,9,3,5,6,9,14,29,13,-1,-7,23,11,-4,-5,16,-2,-11,-9,2,-11,9,-5,-17,18,3
"780",3,9,3,6,3,5,21,29,16,-3,-4,20,13,5,-20,18,-8,-12,-4,-3,-23,21,-3,-11,2,-3
"781",3,9,3,7,6,13,10,29,14,-2,-2,12,4,4,-13,4,2,-16,7,-2,-22,11,-5,-12,10,10
"782",3,9,3,8,7,2,20,29,16,-10,-6,20,19,-11,-8,11,-13,-22,-3,-1,-18,20,-3,-14,12,4
"783",3,9,3,9,2,8,19,29,17,-12,-12,19,4,-6,-11,9,-8,-14,-8,-2,-18,9,2,-21,11,1
"784",3,10,1,1,18,8,3,29,12,2,-5,19,14,-4,-17,2,-4,-7,4,0,-1,8,0,-11,11,10
"785",3,10,1,2,9,11,9,29,7,5,-10,18,15,-2,-8,5,-7,-11,-15,12,-4,7,-5,-9,14,9
"786",3,10,1,3,18,7,4,29,12,3,-10,22,12,-1,-12,15,-12,0,-8,0,-6,10,-6,-7,12,9
"787",3,10,1,4,12,12,5,29,14,-5,-3,14,12,-2,-10,11,-13,2,-10,8,-2,5,-4,-9,9,12
"788",3,10,1,5,22,6,1,29,9,11,-4,20,7,6,-10,13,-6,1,-9,7,-5,13,-9,-10,8,1
"789",3,10,1,6,9,10,10,29,18,-2,-4,17,4,-8,-11,11,-10,-1,-1,9,-12,7,-4,-10,16,3
"790",3,10,1,7,18,8,3,29,12,3,1,10,13,-5,-9,10,-7,1,-4,4,-5,7,-5,-8,14,9
"791",3,10,1,8,17,5,7,29,15,7,-12,23,18,-1,-10,7,-9,-3,-1,0,-11,3,-8,-11,13,19
"792",3,10,1,9,13,9,7,29,22,-3,-4,17,6,-4,-3,12,-6,1,-5,3,-1,4,-11,-12,13,8
"793",3,10,2,1,8,13,8,29,9,13,-1,2,14,0,-5,18,-19,-4,-6,1,-8,6,-10,-7,16,6
"794",3,10,2,2,8,18,3,29,10,12,6,5,11,-1,-18,22,-10,-1,-1,4,-14,10,-11,-7,13,-5
"795",3,10,2,3,4,17,8,29,8,22,-1,9,8,2,-4,12,-5,-16,0,2,-13,13,-9,-12,11,3
"796",3,10,2,4,4,21,4,29,8,5,-1,11,21,7,-9,14,-19,1,-1,4,-13,10,-9,-8,15,7
"797",3,10,2,5,4,18,7,29,12,14,3,10,16,-1,-11,18,-3,-14,-2,4,-17,2,-11,-10,6,1
"798",3,10,2,6,6,13,10,29,9,13,1,10,9,-6,-17,15,-13,-5,2,-2,-20,18,-10,-7,12,3
"799",3,10,2,7,10,9,10,29,10,14,-2,12,10,-4,-23,22,-14,-6,-11,1,-14,13,-9,-8,3,-1
"800",3,10,2,8,9,13,7,29,8,14,-7,7,15,-2,-16,18,-12,-8,-6,13,-12,10,-9,-8,13,12
"801",3,10,2,9,7,13,9,29,9,13,4,12,13,-2,-8,13,-6,-15,-10,-2,-9,11,-11,-9,10,4
"802",3,10,3,1,2,9,18,29,24,6,-7,20,2,0,-10,13,-7,-14,-2,8,-11,18,-8,-9,11,6
"803",3,10,3,2,3,11,15,29,13,0,-5,18,10,0,-1,10,-9,-14,-8,-3,-18,15,0,-3,8,10
"804",3,10,3,3,3,7,19,29,14,-3,-9,22,-1,-7,-11,1,-8,-12,-4,0,-13,18,-4,-11,12,15
"805",3,10,3,4,3,4,22,29,15,-3,-6,20,9,-5,-11,17,-11,-16,-6,-10,-9,14,-9,-13,12,10
"806",3,10,3,5,4,7,18,29,13,-1,-7,23,11,-4,-5,16,-2,-11,-9,2,-11,9,-5,-17,18,3
"807",3,10,3,6,4,9,16,29,16,-3,-4,20,13,5,-20,18,-8,-12,-4,-3,-23,21,-3,-11,2,-3
"808",3,10,3,7,6,9,14,29,14,-2,-2,12,4,4,-13,4,2,-16,7,-2,-22,11,-5,-12,10,10
"809",3,10,3,8,6,5,18,29,16,-10,-6,20,19,-11,-8,11,-13,-22,-3,-1,-18,20,-3,-14,12,4
"810",3,10,3,9,5,5,19,29,17,-12,-12,19,4,-6,-11,9,-8,-14,-8,-2,-18,9,2,-21,11,1
"811",4,1,1,1,14,10,5,29,13,-7,4,12,14,-2,-16,9,-11,-1,-6,0,-5,8,-6,-9,17,5
"812",4,1,1,2,7,11,11,29,14,3,-5,17,22,6,-10,9,-12,0,-4,3,-3,7,-6,-10,8,10
"813",4,1,1,3,8,14,7,29,22,3,-7,20,9,6,-9,9,-16,1,-4,6,-2,10,-10,-12,12,10
"814",4,1,1,4,7,15,7,29,13,3,-5,18,11,-4,-10,10,-10,-2,-6,5,-5,8,-1,-11,13,9
"815",4,1,1,5,8,17,4,29,15,2,-7,19,15,-2,-9,12,-11,-2,-2,1,-4,10,-7,-8,12,10
"816",4,1,1,6,7,8,14,29,19,7,2,11,21,-12,-13,7,-8,1,-8,6,-1,6,0,-8,17,1
"817",4,1,1,7,12,11,6,29,13,2,-6,20,13,-3,-10,10,-11,-1,1,8,-9,3,-7,-8,12,10
"818",4,1,1,8,15,9,5,29,17,7,-6,20,16,-4,-8,11,-6,4,-4,9,-10,8,-14,-9,8,7
"819",4,1,1,9,14,4,11,29,18,3,-8,14,8,0,-11,8,-19,-10,-7,1,-15,2,-11,-16,19,18
"820",4,1,2,1,13,13,3,29,10,13,-1,10,13,-1,-14,20,-12,-6,-2,4,-13,11,-9,-9,11,4
"821",4,1,2,2,10,13,6,29,12,10,6,6,17,1,-11,20,-12,-7,1,1,-15,11,-10,3,9,3
"822",4,1,2,3,9,11,9,29,20,18,6,1,9,0,-4,15,-14,-11,-2,4,-14,3,-7,-11,12,0
"823",4,1,2,4,7,10,12,29,10,13,-9,14,14,-1,-13,20,-8,-5,-1,3,-14,11,-9,-7,11,4
"824",4,1,2,5,10,13,6,29,11,13,1,11,14,1,-13,21,-14,-5,-3,2,-18,16,-6,-10,11,6
"825",4,1,2,6,10,9,10,29,11,13,0,12,12,-1,-10,20,-8,-10,-5,-7,-16,18,-8,-6,10,-6
"826",4,1,2,7,11,12,6,29,10,14,0,11,12,0,-14,20,-12,-4,-1,3,-13,10,-9,-7,11,4
"827",4,1,2,8,14,12,3,29,9,13,-1,11,11,1,-11,18,-16,-13,3,1,-15,12,-10,-6,8,-1
"828",4,1,2,9,14,14,1,29,6,17,4,9,21,-4,-15,22,-11,-7,-10,7,-15,18,-13,-13,2,5
"829",4,1,3,1,10,8,11,29,14,-1,-3,19,9,-5,-10,9,-6,-13,-2,0,-13,19,-3,-12,13,5
"830",4,1,3,2,4,15,10,29,17,2,-4,16,16,-10,-11,10,-12,-12,-5,1,-9,22,-1,-11,12,4
"831",4,1,3,3,11,6,12,29,20,2,-3,21,9,-5,-10,10,-11,-21,-3,1,-19,16,-2,-11,12,3
"832",4,1,3,4,4,8,17,29,14,-2,-5,20,9,-4,-10,11,-8,-14,-3,-1,-13,23,-4,-11,11,5
"833",4,1,3,5,6,10,13,29,15,-3,-4,19,8,-3,-9,8,-8,-14,-4,5,-15,21,-2,-10,11,6
"834",4,1,3,6,5,11,13,29,12,-4,3,19,10,-3,0,0,-15,-17,-6,-9,-13,14,-4,-11,20,13
"835",4,1,3,7,6,10,13,29,15,-2,-4,19,10,-5,-10,8,-5,-12,-3,0,-14,20,-2,-13,12,6
"836",4,1,3,8,6,7,16,29,14,-1,0,14,7,-6,-9,8,-5,-14,-3,1,-15,23,-3,-13,11,5
"837",4,1,3,9,14,11,4,29,14,3,-9,12,6,-6,-17,2,-8,-13,-4,-1,-14,19,-11,-7,7,2
"838",4,2,1,1,14,10,5,29,13,-7,4,12,14,-2,-16,9,-11,-1,-6,0,-5,8,-6,-9,17,5
"839",4,2,1,2,17,4,8,29,14,3,-5,17,22,6,-10,9,-12,0,-4,3,-3,7,-6,-10,8,10
"840",4,2,1,3,16,8,5,29,22,3,-7,20,9,6,-9,9,-16,1,-4,6,-2,10,-10,-12,12,10
"841",4,2,1,4,7,16,6,29,13,3,-5,18,11,-4,-10,10,-10,-2,-6,5,-5,8,-1,-11,13,9
"842",4,2,1,5,9,15,5,29,15,2,-7,19,15,-2,-9,12,-11,-2,-2,1,-4,10,-7,-8,12,10
"843",4,2,1,6,14,6,9,29,19,7,2,11,21,-12,-13,7,-8,1,-8,6,-1,6,0,-8,17,1
"844",4,2,1,7,11,14,4,29,13,2,-6,20,13,-3,-10,10,-11,-1,1,8,-9,3,-7,-8,12,10
"845",4,2,1,8,8,14,7,29,17,7,-6,20,16,-4,-8,11,-6,4,-4,9,-10,8,-14,-9,8,7
"846",4,2,1,9,11,7,11,29,18,3,-8,14,8,0,-11,8,-19,-10,-7,1,-15,2,-11,-16,19,18
"847",4,2,2,1,10,14,5,29,10,13,-1,10,13,-1,-14,20,-12,-6,-2,4,-13,11,-9,-9,11,4
"848",4,2,2,2,11,13,5,29,12,10,6,6,17,1,-11,20,-12,-7,1,1,-15,11,-10,3,9,3
"849",4,2,2,3,11,11,7,29,20,18,6,1,9,0,-4,15,-14,-11,-2,4,-14,3,-7,-11,12,0
"850",4,2,2,4,10,12,7,29,10,13,-9,14,14,-1,-13,20,-8,-5,-1,3,-14,11,-9,-7,11,4
"851",4,2,2,5,5,14,10,29,11,13,1,11,14,1,-13,21,-14,-5,-3,2,-18,16,-6,-10,11,6
"852",4,2,2,6,11,10,8,29,11,13,0,12,12,-1,-10,20,-8,-10,-5,-7,-16,18,-8,-6,10,-6
"853",4,2,2,7,13,12,4,29,10,14,0,11,12,0,-14,20,-12,-4,-1,3,-13,10,-9,-7,11,4
"854",4,2,2,8,9,12,8,29,9,13,-1,11,11,1,-11,18,-16,-13,3,1,-15,12,-10,-6,8,-1
"855",4,2,2,9,15,8,6,29,6,17,4,9,21,-4,-15,22,-11,-7,-10,7,-15,18,-13,-13,2,5
"856",4,2,3,1,4,7,18,29,14,-1,-3,19,9,-5,-10,9,-6,-13,-2,0,-13,19,-3,-12,13,5
"857",4,2,3,2,5,14,10,29,17,2,-4,16,16,-10,-11,10,-12,-12,-5,1,-9,22,-1,-11,12,4
"858",4,2,3,3,4,7,18,29,20,2,-3,21,9,-5,-10,10,-11,-21,-3,1,-19,16,-2,-11,12,3
"859",4,2,3,4,4,9,16,29,14,-2,-5,20,9,-4,-10,11,-8,-14,-3,-1,-13,23,-4,-11,11,5
"860",4,2,3,5,4,8,17,29,15,-3,-4,19,8,-3,-9,8,-8,-14,-4,5,-15,21,-2,-10,11,6
"861",4,2,3,6,4,13,12,29,12,-4,3,19,10,-3,0,0,-15,-17,-6,-9,-13,14,-4,-11,20,13
"862",4,2,3,7,6,4,19,29,15,-2,-4,19,10,-5,-10,8,-5,-12,-3,0,-14,20,-2,-13,12,6
"863",4,2,3,8,0,9,20,29,14,-1,0,14,7,-6,-9,8,-5,-14,-3,1,-15,23,-3,-13,11,5
"864",4,2,3,9,10,12,7,29,14,3,-9,12,6,-6,-17,2,-8,-13,-4,-1,-14,19,-11,-7,7,2
"865",4,3,1,1,17,7,5,29,13,-7,4,12,14,-2,-16,9,-11,-1,-6,0,-5,8,-6,-9,17,5
"866",4,3,1,2,17,11,1,29,14,3,-5,17,22,6,-10,9,-12,0,-4,3,-3,7,-6,-10,8,10
"867",4,3,1,3,8,9,12,29,22,3,-7,20,9,6,-9,9,-16,1,-4,6,-2,10,-10,-12,12,10
"868",4,3,1,4,11,14,4,29,13,3,-5,18,11,-4,-10,10,-10,-2,-6,5,-5,8,-1,-11,13,9
"869",4,3,1,5,16,10,3,29,15,2,-7,19,15,-2,-9,12,-11,-2,-2,1,-4,10,-7,-8,12,10
"870",4,3,1,6,15,9,5,29,19,7,2,11,21,-12,-13,7,-8,1,-8,6,-1,6,0,-8,17,1
"871",4,3,1,7,10,18,1,29,13,2,-6,20,13,-3,-10,10,-11,-1,1,8,-9,3,-7,-8,12,10
"872",4,3,1,8,12,12,5,29,17,7,-6,20,16,-4,-8,11,-6,4,-4,9,-10,8,-14,-9,8,7
"873",4,3,1,9,13,5,11,29,18,3,-8,14,8,0,-11,8,-19,-10,-7,1,-15,2,-11,-16,19,18
"874",4,3,2,1,9,16,4,29,10,13,-1,10,13,-1,-14,20,-12,-6,-2,4,-13,11,-9,-9,11,4
"875",4,3,2,2,6,16,7,29,12,10,6,6,17,1,-11,20,-12,-7,1,1,-15,11,-10,3,9,3
"876",4,3,2,3,8,12,9,29,20,18,6,1,9,0,-4,15,-14,-11,-2,4,-14,3,-7,-11,12,0
"877",4,3,2,4,16,10,3,29,10,13,-9,14,14,-1,-13,20,-8,-5,-1,3,-14,11,-9,-7,11,4
"878",4,3,2,5,6,16,7,29,11,13,1,11,14,1,-13,21,-14,-5,-3,2,-18,16,-6,-10,11,6
"879",4,3,2,6,11,12,6,29,11,13,0,12,12,-1,-10,20,-8,-10,-5,-7,-16,18,-8,-6,10,-6
"880",4,3,2,7,9,18,2,29,10,14,0,11,12,0,-14,20,-12,-4,-1,3,-13,10,-9,-7,11,4
"881",4,3,2,8,9,13,7,29,9,13,-1,11,11,1,-11,18,-16,-13,3,1,-15,12,-10,-6,8,-1
"882",4,3,2,9,12,10,7,29,6,17,4,9,21,-4,-15,22,-11,-7,-10,7,-15,18,-13,-13,2,5
"883",4,3,3,1,3,5,21,29,14,-1,-3,19,9,-5,-10,9,-6,-13,-2,0,-13,19,-3,-12,13,5
"884",4,3,3,2,6,7,16,29,17,2,-4,16,16,-10,-11,10,-12,-12,-5,1,-9,22,-1,-11,12,4
"885",4,3,3,3,4,3,22,29,20,2,-3,21,9,-5,-10,10,-11,-21,-3,1,-19,16,-2,-11,12,3
"886",4,3,3,4,1,9,19,29,14,-2,-5,20,9,-4,-10,11,-8,-14,-3,-1,-13,23,-4,-11,11,5
"887",4,3,3,5,6,7,16,29,15,-3,-4,19,8,-3,-9,8,-8,-14,-4,5,-15,21,-2,-10,11,6
"888",4,3,3,6,5,12,12,29,12,-4,3,19,10,-3,0,0,-15,-17,-6,-9,-13,14,-4,-11,20,13
"889",4,3,3,7,2,12,15,29,15,-2,-4,19,10,-5,-10,8,-5,-12,-3,0,-14,20,-2,-13,12,6
"890",4,3,3,8,3,7,19,29,14,-1,0,14,7,-6,-9,8,-5,-14,-3,1,-15,23,-3,-13,11,5
"891",4,3,3,9,12,10,7,29,14,3,-9,12,6,-6,-17,2,-8,-13,-4,-1,-14,19,-11,-7,7,2
"892",4,4,1,1,13,15,1,29,13,-7,4,12,14,-2,-16,9,-11,-1,-6,0,-5,8,-6,-9,17,5
"893",4,4,1,2,15,10,4,29,14,3,-5,17,22,6,-10,9,-12,0,-4,3,-3,7,-6,-10,8,10
"894",4,4,1,3,13,9,7,29,22,3,-7,20,9,6,-9,9,-16,1,-4,6,-2,10,-10,-12,12,10
"895",4,4,1,4,10,14,5,29,13,3,-5,18,11,-4,-10,10,-10,-2,-6,5,-5,8,-1,-11,13,9
"896",4,4,1,5,11,14,4,29,15,2,-7,19,15,-2,-9,12,-11,-2,-2,1,-4,10,-7,-8,12,10
"897",4,4,1,6,11,7,11,29,19,7,2,11,21,-12,-13,7,-8,1,-8,6,-1,6,0,-8,17,1
"898",4,4,1,7,14,15,0,29,13,2,-6,20,13,-3,-10,10,-11,-1,1,8,-9,3,-7,-8,12,10
"899",4,4,1,8,15,12,2,29,17,7,-6,20,16,-4,-8,11,-6,4,-4,9,-10,8,-14,-9,8,7
